id	review	rating	fresh	critic	top_critic	publisher	date
5		3/5	fresh	Philip Martin	0	Arkansas Democrat-Gazette	April 28, 2005
5		3/5	fresh	Eric Melin	0	Lawrence.com	August 24, 2004
5		6/10	fresh	Dragan Antulov	0	rec.arts.movies.reviews	November 5, 2003
5		3/5	fresh	Carol Cling	0	Las Vegas Review-Journal	August 22, 2003
5		3.5/4	fresh	Jeanne Aufmuth	0	Palo Alto Weekly	May 14, 2003
5		5/5	fresh	James Rocchi	0	Netflix	November 7, 2002
5		5/5	fresh	Rob Blackwelder	0	SPLICEDWire	August 21, 2002
5		1.5/4	rotten		1	Globe and Mail	April 12, 2002
5		2.5/4	rotten	James Berardinelli	1	ReelViews	January 1, 2000
5		2.5/4	rotten	Roger Ebert	1	Chicago Sun-Times	January 1, 2000
5		3.5/4	fresh	Madeleine Williams	0	Cinematter	January 1, 2000
5		3/4	fresh	Steve Rhodes	0	Internet Reviews	January 1, 2000
5		2/4	rotten	Susan Stark	1	Detroit News	January 1, 2000
5		3.5/5	fresh	Marjorie Baumgarten	0	Austin Chronicle	January 1, 2000
5		7/10	fresh	Scott Renshaw	0	rec.arts.movies.reviews	January 1, 2000
6	Though directed with machine-like precision by Barry Levinson, the screenplay by Paul Attanasio unfortunately eliminates too many key elements in Crichton's smart but convoluted story line.	2.5/5	rotten	Malcolm Johnson	0	Hartford Courant	April 25, 2018
6	Pure and simple trash masquerading as significance.	2/4	rotten	Gene Siskel	1	Chicago Tribune	April 25, 2014
6	Its preoccupation with snazzy computer-generated special effects has left key plot points so unclear at least one baffled viewer had to retreat to the book to find out why some things happened and others did not.		rotten	Kenneth Turan	1	Los Angeles Times	April 25, 2014
6	The presence of Douglas, who has made a career of being pursued by beautiful, dangerous women, turns this sexual-harassment thriller into instant camp.		rotten	Terrence Rafferty	1	New Yorker	April 25, 2014
6	This witty, wily battle between genders is not so much about sexual harassment as it is about power politics in the workplace, where water-cooler gossip is replaced by E-mail, and where memo warfare is waged by combatants in virtual-reality goggles.	3/4	fresh	Carrie Rickey	1	Philadelphia Inquirer	April 25, 2014
6	On the level of pure craft, Disclosure is first-rate in every department. Levinson's directing is cogent and colorful, and cinematography by camera wizard Tony Pierce-Roberts is dazzling.		fresh	David Sterritt	0	Christian Science Monitor	April 25, 2014
6	For those who would question Crichton's motives, Levinson and Attanasio haven't let men off the hook.	3/4	fresh	Jeff Shannon	1	Seattle Times	April 25, 2014
6	This is the least personal movie [Levinson has] made in years, and the script is more a shortening of Crichton's story than a dramatization.	2.5/4	rotten	Michael Wilmington	1	Chicago Tribune	April 25, 2014
6	If the best parts of Disclosure are its sideshows, its biggest drawback is that infernal infatuation the filmmakers have with technology and power.	3/5	rotten	Jay Boyar	1	Orlando Sentinel	April 25, 2014
6	Douglas, with Fatal Attraction and Basic Instinct behind him, knows all about playing male victimization without total loss of amour propre. Moore's ferocity is totally unredeemed, therefore totally riveting.		fresh	Richard Schickel	1	TIME Magazine	April 25, 2014
6	This is one of those big, sleek soulless movies that hums along, impressed with itself and the Big Issue it allegedly tackles... [but] what Disclosure really does best is appeal to your most prurient instincts.		rotten	Leah Rozen	0	People Magazine	April 25, 2014
6	Moore models some slinky lingerie and Douglas soaks his collars in sweat, while the emphasis on computer gizmos and cyber-babble encourages a verdict of virtual rubbish.	2/5	rotten	Adrian Turner	0	Radio Times	April 25, 2014
6	It soars because of the sizzling chemistry of Douglas and Demi Moore.		fresh	Candice Russell	0	South Florida Sun-Sentinel	April 25, 2014
6	Douglas makes for a sympathetic and wily hero.	3/4	fresh	Gary Thompson	0	Philadelphia Daily News	April 25, 2014
6	In this world of Information Highway sophistication and virtual-reality marvels, the pivotal plot points are all rickety coincidences: an overheard conversation, a fortuitous phone call.		rotten	Jack Kroll	1	Newsweek	January 18, 2013
6	...watchable yet far-from-engrossing...	2.5/4	fresh	David Nusair	0	Reel Film Reviews	March 29, 2012
6	Little more than another Hollywood sizzler, a highly melodramatic and perhaps opportunistic look at a couple of topical themes; that said, it's also a lot of fun.	7/10	fresh	John J. Puccio	0	Movie Metropolis	March 1, 2012
6	The impact of 'Disclosure' is weakened significantly by depiction of the female boss as a totally evil person. 		rotten	Betty Jo	0	ReelTalk Movie Reviews	February 9, 2012
6	A glibly entertaining corporate thriller.	B+	fresh	Owen Gleiberman	1	Entertainment Weekly	November 5, 2008
6	This is a deeply silly film, highlighting some of Hollywood's most overrated talent at its indulgent, issue-chasing worst.		rotten		0	Film4	November 5, 2008
6	The movie comes closest to thematic coherence, and the popular mood, in its depiction of something nearly everyone can relate to: the office from hell.	3/4	fresh		0	TV Guide	November 5, 2008
6	Genuinely gripping, Demi makes an awesome femme fatale.	4/5	fresh	Ian Nathan	0	Empire Magazine	November 5, 2008
6	You know in advance what the politics will be: strong women in positions of power are just fine as long as they aren't sexually dominant and obey middle-class rules of propriety.		rotten	Jonathan Rosenbaum	1	Chicago Reader	November 5, 2008
6	Levinson and Attanasio don't ignore the basics of the tale, but don't indulge them either, subjectively approaching Tom's character to maximize dramatic involvement and treating the most explosive aspects of the story more rationally than emotionally.		fresh	Todd McCarthy	1	Variety	June 9, 2008
6	The movie's subject is the intricate web of paranoia and competitive aggression that creeps down and smothers any flicker of loyalty.	4/5	fresh	Rob Gonsalves	0	eFilmCritic.com	January 20, 2007
6	A pretty darn-good movie.	7/10	fresh		0	JoBlo's Movie Emporium	May 6, 2006
6	Levinson' sleek, trashy psychological thriller, set in the corporate world, is skin-deep in treating sexual harrassment, but it touches a nerve. 	C+	fresh	Emanuel Levy	0	EmanuelLevy.Com	April 12, 2006
6	Worse than merely 'pertinent'.	0/5	rotten	Jake Euker	0	F5 (Wichita, KS)	February 9, 2006
6	Hokey and classy in equal measure, this is better than it ought to be.		fresh		1	Time Out	January 26, 2006
6	Entertaining adaptation of Michael Crichton's sexual harassment thriller.	3.5/4	fresh	Michael Dequina	0	TheMovieReport.com	January 11, 2004
6	This movie worked beyond its gimmick. Entertaining.	3/5	fresh	Alex Sandell	0	Juicy Cerebellum	November 13, 2003
6	Remember when Demi looked good naturally?	4/5	fresh	Kevin A. Ranson	0	MovieCrypt.com	September 8, 2003
6	This time, it's the author who's the dinosaur.		rotten	Janet Maslin	1	New York Times	May 20, 2003
6	Viewers who will find the most to appreciate here are men in the winter of white male discontent.	1.5/4	rotten	Monica Hayde	0	Palo Alto Weekly	May 20, 2003
6	No idea what it wants to be about but a nice comeupance scene.	3/5	fresh	Nell Minow	0	Movie Mom	August 30, 2002
6	Riveting film about what it takes to preserve your soul in the working arena.		fresh		0	Spirituality and Practice	August 26, 2002
6	Excellent, accurate, smart analysis of sexual harrassment in the workplace.	4/5	fresh	John Oliver	0	Katrillion.com	August 23, 2002
6	Wrecked beyond any repair.	3/10	rotten	Dragan Antulov	0	rec.arts.movies.reviews	August 5, 2002
6	Entertaining strictly as a big-budget soap opera.	3/5	fresh	Scott Weinberg	0	eFilmCritic.com	July 26, 2002
6	As a thriller, this movie is effective and gripping, if occasionally contrived as a result of overplotting.	3/4	fresh	James Berardinelli	1	ReelViews	January 1, 2000
6	It is an exercise in pure cynicism, with little respect for its subject -- or for its thriller plot, which I defy anyone to explain.	2/4	rotten	Roger Ebert	1	Chicago Sun-Times	January 1, 2000
6	Smashingly entertaining.		fresh	Hal Hinson	1	Washington Post	January 1, 2000
6	You should read what happens in the book. It would make a helluva movie.		rotten	Desson Thomson	1	Washington Post	January 1, 2000
6	In its rush to push hot buttons, Disclosure neglected some essentials of good storytelling.	2/5	rotten	Marjorie Baumgarten	0	Austin Chronicle	January 1, 2000
6	Moves with the speed of a freight train.	3.5/4	fresh	Steve Rhodes	0	Internet Reviews	January 1, 2000
6	If you can turn off your Vulcan circuits and ignore illogical loopholes, Disclosure generally delivers the goods.	2.5/4	fresh	Chris Hicks	0	Deseret News (Salt Lake City)	January 1, 2000
6	Disclosure, ostensibly about reverse sexual harassment, is really just a platform for Moore's true lack of acting ability to come through better than ever.	2/5	rotten	Christopher Null	0	Filmcritic.com	January 1, 2000
6	As the poor shlub fighting several battles at once -- all of them against shrewder, meaner adversaries -- Douglas is a complex and sympathetic Everyman.	3/4	fresh	Mick LaSalle	1	San Francisco Chronicle	January 1, 2000
6	A slick, well- photographed film.	6/10	fresh	Scott Renshaw	0	rec.arts.movies.reviews	January 1, 2000
6		3/5	fresh	Jules Brenner	0	Cinema Signals	August 17, 2005
6		3/5	fresh	Greg Maki	0	Star-Democrat (Easton, MD)	February 5, 2005
6		2/5	rotten	Mark R. Leeper	0	rec.arts.movies.reviews	October 21, 2004
6		2/5	rotten	Carol Cling	0	Las Vegas Review-Journal	May 14, 2004
6		2/5	rotten	Frank Swietek	0	One Guy's Opinion	December 2, 2003
6		3/5	fresh	Rebecca Murray	0	About.com	February 21, 2003
6		2/5	rotten	Mark Palermo	0	The Coast (Halifax, Nova Scotia)	October 13, 2002
6		2/5	rotten	Philip Martin	0	Arkansas Democrat-Gazette	July 31, 2002
8	Great boy-and-dog tale, but be prepared for tears.	4/5	fresh	Nell Minow	0	Common Sense Media	December 26, 2010
8	"Not a mawkish dying-dog tearjerker, ""My Dog Skip"" carries a touch of Mark Twain, with quasi-dangerous tall tales and awareness of a gap between childhood and boyhood. Plus, as it's said of ""The Adventures of Huckleberry Finn,"" there's cussin' in it."	3.5/4	fresh	Nick Rogers	0	The Film Yap	September 19, 2010
8	Features two irresistible lead characters -- and you can't always say that about a movie.	2.5/4	fresh	Judith Egerton	0	Courier-Journal (Louisville, KY)	July 1, 2004
8	A heart-affecting boy-with-a-dog drama.		fresh		0	Spirituality and Practice	March 5, 2002
8	An affectionate and tender family film...	C+	rotten	Dennis Schwartz	0	Ozus' World Movie Reviews	February 14, 2001
8	They may find themselves mystified and a little bored by a movie designed to leave their adult companions misty-eyed.	2.5/5	rotten		1	New York Times	January 1, 2000
8	I had shelved a movie critic's usual reserve and just started identifying with Willie and Skip.	3/4	fresh	Roger Ebert	1	At the Movies	January 1, 2000
8	The formula may be an old one, but it's still a good one.		fresh	Sean P. Means	1	Film.com	January 1, 2000
8	Film is beautifully photographed and the musical score matches the lush images.		fresh	Mike Kerrigan	0	Boxoffice Magazine	January 1, 2000
8	Even the most attention-deficient grade-schoolers should find it easy to identify with the young human protagonist so winningly played by Muniz.		fresh	Joe Leydon	0	Film Scouts	January 1, 2000
8	You'll be reaching for your hanky and wondering why movies can't always be this good.		fresh		0	E! Online	January 1, 2000
8	Lyrical and very touching.	4/5	fresh	Nell Minow	0	Movie Mom	January 1, 2000
8	I found it awfully hard to critically dissect this film afterwards, with the tears still fresh on my cheeks.		fresh	Bill McLochlin	0	TNT's Rough Cut	January 1, 2000
8	Yes, Skip is the latest woofer to enter the ranks of canine movie heroes and he's a welcome addition.		fresh	Louis B. Hobson	0	Jam! Movies	January 1, 2000
8	Well-crafted and fairly enjoyable.		fresh	Jim Judy	0	Screen It!	January 1, 2000
8	Many will find their tender emotion buttons bruised from the constant battering of the filmmakers' oversized pointers.		rotten	Louis B. Parks	1	Houston Chronicle	January 1, 2000
8	Refreshing in its honest simplicity.	8/10	fresh	Jack Garner	0	Rochester Democrat and Chronicle	January 1, 2000
8	Muniz is great, displaying more talent here than you're used to seeing in Malcolm.		fresh	Jon Popick	0	Planet S Magazine	January 1, 2000
8	From the very first words you hear in My Dog Skip, you know you have hit a rare, precious breed of movie, one that honors and rejoices in the language.	4/4	fresh	Susan Stark	1	Detroit News	January 1, 2000
